"Returns","date","Volatility","CPI","Inflation","InterestRate","UnemploymentRate","ProductionIndex","ProductionGrowth"
0.00980400009662083,2000-02-01,23.4500007629395,170,0.0041261479111725,6.62,4.1,91.7245,0.00344338930017507
0.000886524880757052,2000-02-02,23.1200008392334,170,0.0041261479111725,6.6,4.1,91.7245,0.00344338930017507
0.0149519056359599,2000-02-03,22.0100002288818,170,0.0041261479111725,6.49,4.1,91.7245,0.00344338930017507
-0.00415528208603832,2000-02-04,21.5400009155273,170,0.0041261479111725,6.53,4.1,91.7245,0.00344338930017507
-0.00153525636032977,2000-02-07,22.7900009155273,170,0.0041261479111725,6.64,4.1,91.7245,0.00344338930017507
0.0135166653473678,2000-02-08,21.25,170,0.0041261479111725,6.59,4.1,91.7245,0.00344338930017507
-0.0212285026198355,2000-02-09,22.8999996185303,170,0.0041261479111725,6.56,4.1,91.7245,0.00344338930017507
0.00198873118247448,2000-02-10,23.0699996948242,170,0.0041261479111725,6.67,4.1,91.7245,0.00344338930017507
-0.0205181149845404,2000-02-11,24.4200000762939,170,0.0041261479111725,6.63,4.1,91.7245,0.00344338930017507
0.00584140056860763,2000-02-14,24.3799991607666,170,0.0041261479111725,6.56,4.1,91.7245,0.00344338930017507
0.011249213686387,2000-02-15,22.9200000762939,170,0.0041261479111725,6.56,4.1,91.7245,0.00344338930017507
-0.0148398818171155,2000-02-16,23.5100002288818,170,0.0041261479111725,6.56,4.1,91.7245,0.00344338930017507
-0.00518427848838846,2000-02-17,23.1700000762939,170,0.0041261479111725,6.58,4.1,91.7245,0.00344338930017507
-0.0217027364454943,2000-02-18,26,170,0.0041261479111725,6.49,4.1,91.7245,0.00344338930017507
-0.00254364803583443,2000-02-22,25.8600006103516,170,0.0041261479111725,6.36,4.1,91.7245,0.00344338930017507
0.0117391151289348,2000-02-23,23.8899993896484,170,0.0041261479111725,6.44,4.1,91.7245,0.00344338930017507
-0.0203428189400078,2000-02-24,24.3799991607666,170,0.0041261479111725,6.36,4.1,91.7245,0.00344338930017507
-0.00362637117298854,2000-02-25,25.2000007629395,170,0.0041261479111725,6.36,4.1,91.7245,0.00344338930017507
0.0207603860762115,2000-02-28,24.6800003051758,170,0.0041261479111725,6.37,4.1,91.7245,0.00344338930017507
0.00959568706185534,2000-02-29,23.3700008392334,170,0.0041261479111725,6.42,4.1,91.7245,0.00344338930017507
0.00724969192447488,2000-03-01,21.6399993896484,171,0.0058651194523982,6.39,4,92.083,0.00390082509789824
0.000676971705872216,2000-03-02,21.0599994659424,171,0.0058651194523982,6.4,4,92.083,0.00390082509789824
0.0185500905244992,2000-03-03,19.2099990844727,171,0.0058651194523982,6.39,4,92.083,0.00390082509789824
-0.00979091043461753,2000-03-06,21.5,171,0.0058651194523982,6.42,4,92.083,0.00390082509789824
-0.0195320914434988,2000-03-07,24.3099994659424,171,0.0058651194523982,6.39,4,92.083,0.00390082509789824
-0.00125492002094445,2000-03-08,23.8199996948242,171,0.0058651194523982,6.38,4,92.083,0.00390082509789824
0.0288048717891751,2000-03-09,22.2099990844727,171,0.0058651194523982,6.35,4,92.083,0.00390082509789824
-0.00533809096761635,2000-03-10,21.2399997711182,171,0.0058651194523982,6.39,4,92.083,0.00390082509789824
-0.0109878894483707,2000-03-13,22.8500003814697,171,0.0058651194523982,6.36,4,92.083,0.00390082509789824
-0.0143070454472506,2000-03-14,24.4099998474121,171,0.0058651194523982,6.31,4,92.083,0.00390082509789824
0.0230622927536457,2000-03-15,22.3400001525879,171,0.0058651194523982,6.29,4,92.083,0.00390082509789824
0.0456560671334669,2000-03-16,20.7700004577637,171,0.0058651194523982,6.26,4,92.083,0.00390082509789824
0.00404901991647306,2000-03-17,22.3700008392334,171,0.0058651194523982,6.2,4,92.083,0.00390082509789824
-0.00511728195589045,2000-03-20,22.9599990844727,171,0.0058651194523982,6.18,4,92.083,0.00390082509789824
0.0203138597546511,2000-03-21,21.7000007629395,171,0.0058651194523982,6.13,4,92.083,0.00390082509789824
0.00605619476604906,2000-03-22,21.4899997711182,171,0.0058651194523982,6.13,4,92.083,0.00390082509789824
0.0169285628120588,2000-03-23,22.2600002288818,171,0.0058651194523982,6.08,4,92.083,0.00390082509789824
0.00591898860424135,2000-03-24,23.3099994659424,171,0.0058651194523982,6.2,4,92.083,0.00390082509789824
-0.0106383982050558,2000-03-27,24.5300006866455,171,0.0058651194523982,6.21,4,92.083,0.00390082509789824
-0.00577559361264039,2000-03-28,24.8600006103516,171,0.0058651194523982,6.17,4,92.083,0.00390082509789824
0.00103380552989029,2000-03-29,24.1000003814697,171,0.0058651194523982,6.18,4,92.083,0.00390082509789824
-0.0168806759304156,2000-03-30,25.4699993133545,171,0.0058651194523982,6.06,4,92.083,0.00390082509789824
0.0112853862316666,2000-03-31,24.1100006103516,171,0.0058651194523982,6.03,4,92.083,0.00390082509789824
0.00580192261610794,2000-04-03,24.0300006866455,170.9,-0.000584966381114604,6,3.8,92.6659,0.00631020735920895
